# CIRISPersist FFI surface classification — the EVIDENCE-layer projection.
#
# Source of truth: scripts/ffi_taxonomy.tsv, gated by scripts/pyi_surface.py check.
# This file is that pin, surfaced where the Constitution can read it.
#
# CIRISConstitution#83 ratified the taxonomy's GENERATING QUESTION — 'what different
# kind of wrong happens if I vary this?' — not merely its categories. A class
# justified by name-shape is not a class under that ruling.
#
# The twelfth row, `testimonial`, was ratified from persist's residual: varying it
# makes the record unable to prove what happened. Nothing breaks, nothing is
# falsified, nothing is newly permitted; what dies is demonstrability. The
# discriminator against `epistemic` is REPAIRABILITY — an epistemic wrong is
# re-derivable from the world it misreports; a testimonial wrong IS the only
# record, so no later reading recovers it.
#
# BINDING (CC authority): structural, deontic, testimonial, axiomatic.
# DESCRIPTIVE (this repo's authority): the rest. `contingent` is deliberately
# empty — it is defined relative to arms of a variation study, and an FFI
# surface has none.
#
# CC asked for this file because 53 testimonial rows living only in a gated TSV
# is itself a testimonial-class state: the class should not exemplify its own wrong.
#
# Counts at this revision: empirical=180 deontic=125 structural=40 testimonial=37 procedural=36 ontological=34 epistemic=29 axiotic=19 nomological=12 pragmatic=6 axiomatic=3
#
class	binding	class_count	owner	symbol	frame
deontic	binding	125	Engine	revoke_delegation	
deontic	binding	125	Engine	revoke_trust_grant	
deontic	binding	125	Engine	secrets_decapsulate	
deontic	binding	125	Engine	secrets_decrypt	
deontic	binding	125	Engine	secrets_forget_secret	
deontic	binding	125	Engine	secrets_migrate_to_hardware_key	
deontic	binding	125	Engine	secrets_process_incoming_text	
deontic	binding	125	Engine	secrets_recall_secret	
deontic	binding	125	Engine	secrets_reencrypt_all	
deontic	binding	125	Engine	secrets_retrieve_secret	
deontic	binding	125	Engine	secrets_rotate_master_key	
deontic	binding	125	Engine	secrets_store_detected_secret	
deontic	binding	125	Engine	secrets_store_secret	
deontic	binding	125	Engine	secrets_update_filter_config	
deontic	binding	125	Engine	serve_blob_to_peer_json	
deontic	binding	125	Engine	service_token_revocation_check	
deontic	binding	125	Engine	service_token_revocation_record	
deontic	binding	125	Engine	set_active_halt	
deontic	binding	125	Engine	set_consent_role	
deontic	binding	125	Engine	set_multimedia_config_json	
deontic	binding	125	Engine	set_retention	
deontic	binding	125	Engine	set_storage_budget_bytes	
deontic	binding	125	Engine	set_trust_threshold	
deontic	binding	125	Engine	steward_bind	
deontic	binding	125	Engine	steward_bind_incapacity	
deontic	binding	125	Engine	storage_budget_supersedes	
deontic	binding	125	Engine	supersede_canonical	
deontic	binding	125	Engine	trust_root_verdict_json	
deontic	binding	125	Engine	unwrap_dek_v2_b64	
deontic	binding	125	Engine	update_peer_policy	
deontic	binding	125	Engine	update_peer_trust	
deontic	binding	125	Engine	verify_coord_check_observed_region	
deontic	binding	125	Engine	verify_corpus_want_v1	
deontic	binding	125	Engine	verify_hybrid	
deontic	binding	125	Engine	verify_hybrid_via_directory	
deontic	binding	125	Engine	verify_signed_attestation	
deontic	binding	125	Engine	verify_signed_key_record	
deontic	binding	125	Engine	verify_signed_revocation	
deontic	binding	125	Engine	verify_skill_import_manifest_b64	
deontic	binding	125	Engine	verify_storage_budget_v1	
deontic	binding	125	Engine	wa_cert_set_active	
deontic	binding	125	Engine	wa_cert_upsert	
deontic	binding	125	Engine	withdraw_canonical_role	
deontic	binding	125	Engine	wrap_dek_for_recipient_v2_b64	
deontic	binding	125	ReconsiderDosGuard	admit_filing	
deontic	binding	125	ReconsiderDosGuard	record_outcome	
empirical	descriptive	180	Engine	active_community_members_json	
empirical	descriptive	180	Engine	active_family_members_json	
empirical	descriptive	180	Engine	attestation_insert_local	
empirical	descriptive	180	Engine	attestation_insert_local_many	
empirical	descriptive	180	Engine	attestation_upsert_local	
empirical	descriptive	180	Engine	attestation_upsert_local_many	
empirical	descriptive	180	Engine	blackhole_list_json	
empirical	descriptive	180	Engine	ceremony_get	
empirical	descriptive	180	Engine	ceremony_list	
empirical	descriptive	180	Engine	ceremony_record	
empirical	descriptive	180	Engine	ceremony_update_status	
empirical	descriptive	180	Engine	cirisgraph_count_edges	
empirical	descriptive	180	Engine	cirisgraph_count_nodes	
empirical	descriptive	180	Engine	cirisgraph_count_nodes_by_type	
empirical	descriptive	180	Engine	cirisgraph_delete_node	
empirical	descriptive	180	Engine	cirisgraph_get_edges_for_node	
empirical	descriptive	180	Engine	cirisgraph_get_node	
empirical	descriptive	180	Engine	cirisgraph_query_nodes	
empirical	descriptive	180	Engine	cirisgraph_traverse_k_hop	
empirical	descriptive	180	Engine	cirisgraph_upsert_edge	
empirical	descriptive	180	Engine	cirisgraph_upsert_node	
empirical	descriptive	180	Engine	cirisnode_count_delivery_attestations	
empirical	descriptive	180	Engine	cirisnode_get_goal_json	
empirical	descriptive	180	Engine	cirisnode_list_contributions	
empirical	descriptive	180	Engine	cirisnode_list_delivery_attestations	
empirical	descriptive	180	Engine	cirisnode_list_goals_json	
empirical	descriptive	180	Engine	cirisnode_list_key_grants_for_content_json	
empirical	descriptive	180	Engine	cirisnode_list_key_grants_for_filtered_json	
empirical	descriptive	180	Engine	cirisnode_list_key_grants_for_json	
empirical	descriptive	180	Engine	cirisnode_list_key_grants_for_scope_epoch_json	
empirical	descriptive	180	Engine	cirisnode_list_takedowns_for_filtered_json	
empirical	descriptive	180	Engine	cirisnode_list_takedowns_for_json	
empirical	descriptive	180	Engine	cirisnode_list_votes	
empirical	descriptive	180	Engine	cirisnode_put_contribution	
empirical	descriptive	180	Engine	cirisnode_put_goal_json	
empirical	descriptive	180	Engine	cirisnode_retire_goal_json	
empirical	descriptive	180	Engine	cohort_active_member_keys_json	
empirical	descriptive	180	Engine	cohort_active_members_json	
empirical	descriptive	180	Engine	cohort_group_at	
empirical	descriptive	180	Engine	cohort_group_history	
empirical	descriptive	180	Engine	cohort_groups_of_json	
empirical	descriptive	180	Engine	cohort_lookup_group_json	
empirical	descriptive	180	Engine	consent_role_json	
empirical	descriptive	180	Engine	continuity_get_latest	
empirical	descriptive	180	Engine	continuity_record	
empirical	descriptive	180	Engine	continuity_record_reactivation	
empirical	descriptive	180	Engine	correlation_get	
empirical	descriptive	180	Engine	correlation_query	
empirical	descriptive	180	Engine	correlation_record	
empirical	descriptive	180	Engine	correlation_update_status	
empirical	descriptive	180	Engine	count_identity_changes	
empirical	descriptive	180	Engine	count_overrides	
empirical	descriptive	180	Engine	count_traces	
empirical	descriptive	180	Engine	deferral_get	
empirical	descriptive	180	Engine	deferral_list_active	
empirical	descriptive	180	Engine	deferral_record	
empirical	descriptive	180	Engine	deferral_resolve	
empirical	descriptive	180	Engine	delegates_to_graph	
empirical	descriptive	180	Engine	delegations_to_json	
empirical	descriptive	180	Engine	duty_holders_for_community_json	
empirical	descriptive	180	Engine	duty_holders_for_content_json	
empirical	descriptive	180	Engine	federation_directory_query	
empirical	descriptive	180	Engine	federation_list_trusted_keys	
empirical	descriptive	180	Engine	federation_lookup_trust	
empirical	descriptive	180	Engine	feedback_list	
empirical	descriptive	180	Engine	feedback_list_for_thought	
empirical	descriptive	180	Engine	feedback_record	
empirical	descriptive	180	Engine	fetch_trace_events_page	
empirical	descriptive	180	Engine	get_accord_decision_json	
empirical	descriptive	180	Engine	get_accord_proposal_json	
empirical	descriptive	180	Engine	get_active_halt_json	
empirical	descriptive	180	Engine	get_blob_json	
empirical	descriptive	180	Engine	get_calibration_bundle_by_version	
empirical	descriptive	180	Engine	get_classifications	
empirical	descriptive	180	Engine	get_current_calibration_bundle	
empirical	descriptive	180	Engine	get_detection_events	
empirical	descriptive	180	Engine	get_edge_detection_events	
empirical	descriptive	180	Engine	get_features	
empirical	descriptive	180	Engine	get_fountain_content	
empirical	descriptive	180	Engine	get_installed_storage_budget_json	
empirical	descriptive	180	Engine	get_multimedia_config_json	
empirical	descriptive	180	Engine	get_retention	
empirical	descriptive	180	Engine	get_scope_blob	
empirical	descriptive	180	Engine	get_trace_detail	
empirical	descriptive	180	Engine	get_trace_summary	
empirical	descriptive	180	Engine	get_trust_grant	
empirical	descriptive	180	Engine	has_blob_json	
empirical	descriptive	180	Engine	incident_correlate	
empirical	descriptive	180	Engine	incident_list	
empirical	descriptive	180	Engine	incident_record	
empirical	descriptive	180	Engine	incident_transition	
empirical	descriptive	180	Engine	list_accord_participations_json	
empirical	descriptive	180	Engine	list_accord_proposals_by_anchor_json	
empirical	descriptive	180	Engine	list_attestations	
empirical	descriptive	180	Engine	list_attestations_by	
empirical	descriptive	180	Engine	list_attestations_for	
empirical	descriptive	180	Engine	list_attestations_since	
empirical	descriptive	180	Engine	list_canonical_servers	
empirical	descriptive	180	Engine	list_canonical_withdrawals	
empirical	descriptive	180	Engine	list_communities_for_member_active_json	
empirical	descriptive	180	Engine	list_communities_for_member_json	
empirical	descriptive	180	Engine	list_community_membership_revocations_for_json	
empirical	descriptive	180	Engine	list_consent_peers	
empirical	descriptive	180	Engine	list_consent_revocation_promotion_overdue_json	
empirical	descriptive	180	Engine	list_consent_revocation_promotion_overdue_readonly_json	
empirical	descriptive	180	Engine	list_families_for_member_active_json	
empirical	descriptive	180	Engine	list_families_for_member_json	
empirical	descriptive	180	Engine	list_family_membership_revocations_for_json	
empirical	descriptive	180	Engine	list_federation_keys	
empirical	descriptive	180	Engine	list_held_by_json	
empirical	descriptive	180	Engine	list_held_fountain_content	
empirical	descriptive	180	Engine	list_holders_json	
empirical	descriptive	180	Engine	list_llm_calls	
empirical	descriptive	180	Engine	list_local_holders_json	
empirical	descriptive	180	Engine	list_org_memberships_for	
empirical	descriptive	180	Engine	list_org_memberships_since	
empirical	descriptive	180	Engine	list_organizations_for	
empirical	descriptive	180	Engine	list_organizations_since	
empirical	descriptive	180	Engine	list_outbound	
empirical	descriptive	180	Engine	list_partner_records_for	
empirical	descriptive	180	Engine	list_partner_records_since	
empirical	descriptive	180	Engine	list_retention	
empirical	descriptive	180	Engine	list_revocations	
empirical	descriptive	180	Engine	list_tasks	
empirical	descriptive	180	Engine	list_trace_summaries	
empirical	descriptive	180	Engine	list_trust_grants	
empirical	descriptive	180	Engine	lookup_community_json	
empirical	descriptive	180	Engine	lookup_family_json	
empirical	descriptive	180	Engine	lookup_trust_grant	
empirical	descriptive	180	Engine	moderators_of_json	
empirical	descriptive	180	Engine	nodes_stewarded_by_json	
empirical	descriptive	180	Engine	outbound_status	
empirical	descriptive	180	Engine	owner_of_json	
empirical	descriptive	180	Engine	peer_metadata_for_json	
empirical	descriptive	180	Engine	put_blob_chunk	
empirical	descriptive	180	Engine	put_blob_chunks_json	
empirical	descriptive	180	Engine	put_blob_json	
empirical	descriptive	180	Engine	put_calibration_bundle	
empirical	descriptive	180	Engine	put_detection_event	
empirical	descriptive	180	Engine	revocations_for	
empirical	descriptive	180	Engine	secrets_get_access_logs	
empirical	descriptive	180	Engine	secrets_get_filter_config	
empirical	descriptive	180	Engine	secrets_get_service_stats	
empirical	descriptive	180	Engine	secrets_list_stored	
empirical	descriptive	180	Engine	service_token_revocation_list	
empirical	descriptive	180	Engine	set_classifications	
empirical	descriptive	180	Engine	set_features	
empirical	descriptive	180	Engine	steward_binding_chain_json	
empirical	descriptive	180	Engine	steward_bindings_of_json	
empirical	descriptive	180	Engine	store_blob_local_json	
empirical	descriptive	180	Engine	task_delete	
empirical	descriptive	180	Engine	task_get	
empirical	descriptive	180	Engine	task_list	
empirical	descriptive	180	Engine	task_update_status	
empirical	descriptive	180	Engine	task_upsert	
empirical	descriptive	180	Engine	telemetry_list_metrics	
empirical	descriptive	180	Engine	telemetry_record_metric	
empirical	descriptive	180	Engine	telemetry_record_metrics_batch	
empirical	descriptive	180	Engine	thought_delete	
empirical	descriptive	180	Engine	thought_get	
empirical	descriptive	180	Engine	thought_get_descendants	
empirical	descriptive	180	Engine	thought_list	
empirical	descriptive	180	Engine	thought_update_status	
empirical	descriptive	180	Engine	thought_upsert	
empirical	descriptive	180	Engine	ticket_assign	
empirical	descriptive	180	Engine	ticket_get	
empirical	descriptive	180	Engine	ticket_list	
empirical	descriptive	180	Engine	ticket_update_status	
empirical	descriptive	180	Engine	ticket_upsert	
empirical	descriptive	180	Engine	tsdb_count_edges_by_relationship_in_window	
empirical	descriptive	180	Engine	tsdb_get_summary	
empirical	descriptive	180	Engine	tsdb_query_summaries	
empirical	descriptive	180	Engine	tsdb_query_summary_nodes	
empirical	descriptive	180	Engine	update_peer_alias	
empirical	descriptive	180	Engine	update_peer_notes	
empirical	descriptive	180	Engine	wa_cert_get	
empirical	descriptive	180	Engine	wa_cert_get_by_kid	
empirical	descriptive	180	Engine	wa_cert_get_by_oauth	
empirical	descriptive	180	Engine	wa_cert_list_by_role	
empirical	descriptive	180	Engine	wa_cert_update_last_login	
epistemic	descriptive	29	Engine	age_band_fine_json	
epistemic	descriptive	29	Engine	age_band_json	
epistemic	descriptive	29	Engine	cache_budget_bytes	
epistemic	descriptive	29	Engine	cache_usage_bytes	
epistemic	descriptive	29	Engine	capacity_state_json	
epistemic	descriptive	29	Engine	corpus_shape	
epistemic	descriptive	29	Engine	cross_agent_divergence	
epistemic	descriptive	29	Engine	disk_pressure_state	
epistemic	descriptive	29	Engine	get_repository_statistics	
epistemic	descriptive	29	Engine	list_signed_accord_quorum_evidence_since	
epistemic	descriptive	29	Engine	list_signed_communities_since	
epistemic	descriptive	29	Engine	list_signed_community_membership_revocations_since	
epistemic	descriptive	29	Engine	list_signed_families_since	
epistemic	descriptive	29	Engine	list_signed_family_membership_revocations_since	
epistemic	descriptive	29	Engine	list_signed_identity_occurrence_revocations_since	
epistemic	descriptive	29	Engine	list_signed_identity_occurrences_for_json	
epistemic	descriptive	29	Engine	list_signed_identity_occurrences_since	
epistemic	descriptive	29	Engine	list_signed_key_records_since	
epistemic	descriptive	29	Engine	list_signed_location_proofs_since	
epistemic	descriptive	29	Engine	list_signed_partner_records_since	
epistemic	descriptive	29	Engine	list_signed_revocations_since	
epistemic	descriptive	29	Engine	list_signed_transport_destinations_since	
epistemic	descriptive	29	Engine	node_state_json	
epistemic	descriptive	29	Engine	peer_quota_observation_json	
epistemic	descriptive	29	Engine	secrets_is_healthy	
epistemic	descriptive	29	Engine	secrets_test_encryption	
epistemic	descriptive	29	Engine	temporal_drift	
epistemic	descriptive	29	Engine	verify_trace	
epistemic	descriptive	29	ScoringFactorStream	summary	
nomological	descriptive	12	Engine	audit_canonicalize_for_hash	
nomological	descriptive	12	Engine	audit_canonicalize_for_signing	
nomological	descriptive	12	Engine	canonicalize_envelope	
nomological	descriptive	12	Engine	canonicalize_envelope_for_signing	
nomological	descriptive	12	Engine	cohort_scope_crypto_tier	
nomological	descriptive	12	Engine	debug_canonicalize	
nomological	descriptive	12	Engine	envelope_vocabulary	
nomological	descriptive	12	Engine	is_canonical	
nomological	descriptive	12	Engine	maintenance_tighten_vocabulary	
nomological	descriptive	12	Engine	trace_summary_extraction	
nomological	descriptive	12	Engine	validate_envelope_canonical_form	
nomological	descriptive	12	Engine	verify_coord_constants_json	
ontological	descriptive	34	Engine	attach_attestation_pqc_signature	
ontological	descriptive	34	Engine	attach_key_pqc_signature	
ontological	descriptive	34	Engine	attach_revocation_pqc_signature	
ontological	descriptive	34	Engine	canonical_bootstrap_hints	
ontological	descriptive	34	Engine	deregister_occurrence	
ontological	descriptive	34	Engine	heartbeat_occurrence	
ontological	descriptive	34	Engine	initiate_classical_kex_b64	
ontological	descriptive	34	Engine	initiate_hybrid_kex_b64	
ontological	descriptive	34	Engine	keyring_path	
ontological	descriptive	34	Engine	keyring_storage_kind	
ontological	descriptive	34	Engine	list_identity_occurrences_for_json	
ontological	descriptive	34	Engine	list_live_occurrences	
ontological	descriptive	34	Engine	local_derived_key_id	
ontological	descriptive	34	Engine	local_identity_aggregate	
ontological	descriptive	34	Engine	local_key_id	
ontological	descriptive	34	Engine	local_pqc_key_id	
ontological	descriptive	34	Engine	local_pqc_public_key_b64	
ontological	descriptive	34	Engine	local_pqc_sign	
ontological	descriptive	34	Engine	local_public_key_b64	
ontological	descriptive	34	Engine	local_sign	
ontological	descriptive	34	Engine	local_sign_hybrid	
ontological	descriptive	34	Engine	lookup_identity_for_occurrence_json	
ontological	descriptive	34	Engine	lookup_keys_for_identity	
ontological	descriptive	34	Engine	lookup_public_key	
ontological	descriptive	34	Engine	public_key_b64	
ontological	descriptive	34	Engine	register_occurrence	
ontological	descriptive	34	Engine	register_self_federation_key	
ontological	descriptive	34	Engine	respond_classical_kex_b64	
ontological	descriptive	34	Engine	respond_hybrid_kex_b64	
ontological	descriptive	34	Engine	root_binding	
ontological	descriptive	34	Engine	self_enc_pubkeys	
ontological	descriptive	34	Engine	self_key_id	
ontological	descriptive	34	Engine	set_self_key_id	
ontological	descriptive	34	Engine	sign	
pragmatic	descriptive	6	Engine	body_sha256	
pragmatic	descriptive	6	Engine	get_blob_range	
pragmatic	descriptive	6	Engine	locale_leaf_hash_hex	
pragmatic	descriptive	6	Engine	locale_merkle_root_hex	
pragmatic	descriptive	6	Engine	secrets_encrypt	
pragmatic	descriptive	6	Engine	wholeness_witness_root_hex	
procedural	descriptive	36	Engine	backfill_trace_attestations	
procedural	descriptive	36	Engine	backfill_v020_trust_rows	
procedural	descriptive	36	Engine	cancel_outbound	
procedural	descriptive	36	Engine	claim_pending_outbound	
procedural	descriptive	36	Engine	enqueue_outbound	
procedural	descriptive	36	Engine	evict_aggregated_tier	
procedural	descriptive	36	Engine	evict_fountain_content_to_tier	
procedural	descriptive	36	Engine	lock_get	
procedural	descriptive	36	Engine	lock_release	
procedural	descriptive	36	Engine	lock_try_acquire	
procedural	descriptive	36	Engine	maintain	
procedural	descriptive	36	Engine	maintenance_vacuum	
procedural	descriptive	36	Engine	mark_ack_received	
procedural	descriptive	36	Engine	mark_replay_resolved	
procedural	descriptive	36	Engine	mark_transport_delivered	
procedural	descriptive	36	Engine	mark_transport_failed	
procedural	descriptive	36	Engine	match_ack_to_outbound	
procedural	descriptive	36	Engine	promote_consented_backlog	
procedural	descriptive	36	Engine	repair_stranded_scope_backlog	
procedural	descriptive	36	Engine	replay_abandoned	
procedural	descriptive	36	Engine	run_deletion_window_watch_json	
procedural	descriptive	36	Engine	run_legacy_graph_migration	
procedural	descriptive	36	Engine	run_pqc_sweep	
procedural	descriptive	36	Engine	scheduled_task_list_due	
procedural	descriptive	36	Engine	scheduled_task_update_after_trigger	
procedural	descriptive	36	Engine	scheduled_task_upsert	
procedural	descriptive	36	Engine	sweep_ack_timeouts	
procedural	descriptive	36	Engine	sweep_consent_decay_once	
procedural	descriptive	36	Engine	sweep_evictions_once	
procedural	descriptive	36	Engine	sweep_expired_claims	
procedural	descriptive	36	Engine	task_try_claim_shared	
procedural	descriptive	36	Engine	telemetry_consolidate_period	
procedural	descriptive	36	Engine	tsdb_consolidate_audit	
procedural	descriptive	36	Engine	tsdb_consolidate_conversations	
procedural	descriptive	36	Engine	tsdb_consolidate_tasks	
procedural	descriptive	36	Engine	tsdb_consolidate_traces	
structural	binding	40	Engine	__init__	
structural	binding	40	Engine	blob_storage_capsule	
structural	binding	40	Engine	close	
structural	binding	40	Engine	close_blocking	
structural	binding	40	Engine	consumer_count	
structural	binding	40	Engine	deregister_consumer	
structural	binding	40	Engine	directory_ops_capsule	
structural	binding	40	Engine	engine_handle	
structural	binding	40	Engine	executor_capsule	
structural	binding	40	Engine	federation_directory_capsule	
structural	binding	40	Engine	is_closed	
structural	binding	40	Engine	keyring_signer_capsule	
structural	binding	40	Engine	list_consumers	
structural	binding	40	Engine	list_subscriptions	
structural	binding	40	Engine	local_signer_capsule	
structural	binding	40	Engine	outbound_queue_capsule	
structural	binding	40	Engine	outbound_queue_ops_capsule	
structural	binding	40	Engine	publish_change	
structural	binding	40	Engine	register_consumer	
structural	binding	40	Engine	runtime_handle_capsule	
structural	binding	40	Engine	set_perceptual_hash_matcher	
structural	binding	40	Engine	signer_ops_capsule	
structural	binding	40	Engine	subscribe	
structural	binding	40	Engine	subscription_count	
structural	binding	40	Engine	substrate_owner	
structural	binding	40	Engine	trust_scoring_capsule	
structural	binding	40	Engine	unsubscribe	
structural	binding	40	MODULE	_test_inject_panic	
structural	binding	40	MODULE	engine_teardown_wait	
structural	binding	40	MODULE	engine_teardowns_in_flight	
structural	binding	40	MODULE	install_panic_logger	
structural	binding	40	MODULE	panic_count	
structural	binding	40	MODULE	reset_engine	
structural	binding	40	ReconsiderDosGuard	__init__	
structural	binding	40	ReconsiderDosGuard	__repr__	
structural	binding	40	ScoringFactorStream	__aiter__	
structural	binding	40	ScoringFactorStream	__anext__	
structural	binding	40	ScoringFactorStream	__iter__	
structural	binding	40	ScoringFactorStream	__len__	
structural	binding	40	ScoringFactorStream	__next__	
testimonial	binding	37	Engine	audit_chain_proof	self_audit
testimonial	binding	37	Engine	audit_list_entries	self_audit
testimonial	binding	37	Engine	audit_next_chain_position	self_audit
testimonial	binding	37	Engine	audit_record_entry	self_audit
testimonial	binding	37	Engine	audit_verify_all_chains	self_audit
testimonial	binding	37	Engine	audit_verify_chain	self_audit
testimonial	binding	37	Engine	cirisnode_put_delivery_attestation	delivery_event
testimonial	binding	37	Engine	compare_wholeness_witnesses_json	equivocation_evidence
testimonial	binding	37	Engine	current_sth	log_commitment
testimonial	binding	37	Engine	delete_traces_for_agent	erasure_effect
testimonial	binding	37	Engine	delete_traces_for_agent_id_hash	erasure_effect
testimonial	binding	37	Engine	descend_aggregated_sources	erasure_effect
testimonial	binding	37	Engine	evict_fountain_content_hard_delete	erasure_effect
testimonial	binding	37	Engine	hash_chain_gaps	self_audit
